jarvis_id,dimensionality,formula,elements,n_elements,gap_selected_eV,gap_method_selected,cutoff_wavelength_um_from_gap,cutoff_region,optb88vdw_bandgap_eV,mbj_bandgap_eV,hse_bandgap_eV,formation_energy_eV_per_atom,energy_above_hull_eV_per_atom,density_g_cm3,space_group_number,space_group_symbol,crystal_system,dielectric_x,dielectric_y,dielectric_z,dielectric_mean,avg_electron_mass_m0,avg_hole_mass_m0,bulk_modulus_GPa,shear_modulus_GPa,exfoliation_energy_meV_per_atom,max_IR_mode_cm-1,min_IR_mode_cm-1,spillage,icsd_ids,jarvis_url,source_dataset_doi,source_archive,source_type,evidence_scope,candidate_warning
JVASP-147093,3D,NaMnO2,Mn;Na;O,3,0.684,OptB88vdW,1.812634,SWIR (1-3 um),0.684,,,-1.86005,1.6191,4.135,63,Cmcm,orthorhombic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-147093,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-173412,3D,W3Se2S4,S;Se;W,3,0.684,OptB88vdW,1.812634,SWIR (1-3 um),0.684,,,-0.56575,4.4095,7.786,8,Cm,monoclinic,14.7489,14.7491,9.218,12.905333333333333,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-173412,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-144376,3D,Al4InAgSe8,Ag;Al;In;Se,4,0.683,OptB88vdW,1.815288,SWIR (1-3 um),0.683,,,-0.79311,1.4548,4.409,5,C2,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-144376,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-138779,3D,BeAlO,Al;Be;O,3,0.683,OptB88vdW,1.815288,SWIR (1-3 um),0.683,,,0.12145,1.7965,0.416,6,Pm,monoclinic,2.627,2.638,2.2472,2.5040666666666667,,,-0.92,-1.27,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-138779,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-107095,3D,LiSiB,B;Li;Si,3,0.683,TBmBJ,1.815288,SWIR (1-3 um),0.418,0.683,,-0.19452,2.3915,2.418,216,F-43m,cubic,11.6924,11.6924,11.6924,11.6924,,,98.02,2.81,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-107095,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-187422,3D,LiZrInNi,In;Li;Ni;Zr,4,0.683,TBmBJ,1.815288,SWIR (1-3 um),0.664,0.683,,-0.44737,1.2742,7.111,216,F-43m,cubic,26.9526,26.9526,26.9526,26.9526,,,107.37,69.64,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-187422,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-155435,3D,MgCu2GeS4,Cu;Ge;Mg;S,4,0.683,OptB88vdW,1.815288,SWIR (1-3 um),0.683,,,-0.67787,0.8874,3.722,121,I-42m,tetragonal,8.7548,8.7548,9.6844,9.064666666666666,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-155435,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-86845,3D,NaLi5N2,Li;N;Na,3,0.683,OptB88vdW,1.815288,SWIR (1-3 um),0.683,,,-0.39393,1.8548,1.45,6,Pm,monoclinic,5.7714,6.2681,7.9705,6.670000000000001,,,,,,,,,92314,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-86845,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-86243,3D,NaLi5N2,Li;N;Na,3,0.683,OptB88vdW,1.815288,SWIR (1-3 um),0.683,,,-0.39393,1.8548,1.45,6,Pm,monoclinic,5.7711,6.268,7.9721,6.6704,,,,,,,,,92314,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-86243,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-127531,3D,ArF3,Ar;F,2,0.682,OptB88vdW,1.81795,SWIR (1-3 um),0.682,,,0.22529,0.0,2.464,8,Cm,monoclinic,3.1139,4.151,7.3195,4.861466666666666,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-127531,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-9292,3D,BaMgBi4O8,Ba;Bi;Mg;O,4,0.682,OptB88vdW,1.81795,SWIR (1-3 um),0.682,,,-1.60873,1.8087,7.472,162,P-31m,trigonal,6.383,6.383,12.1838,8.3166,0.7266666666666667,0.6266666666666666,,,,,,0.216,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-9292,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-112420,3D,BaMnF5,Ba;F;Mn,3,0.682,OptB88vdW,1.81795,SWIR (1-3 um),0.682,,,-3.26542,0.0636,4.769,19,P2_12_12_1,orthorhombic,4.4532,3.5499,4.7496,4.250900000000001,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-112420,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-108377,3D,KCuBi2S4,Bi;Cu;K;S,4,0.682,OptB88vdW,1.81795,SWIR (1-3 um),0.682,,,-0.63091,1.0897,5.433,36,Cmc2_1,orthorhombic,12.1599,12.967,13.9095,13.012133333333333,,,,,,,,,91297,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-108377,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-28544,3D,MoW2Se2S4,Mo;S;Se;W,4,0.682,TBmBJ,1.81795,SWIR (1-3 um),0.686,0.682,,-0.78834,4.1496,7.183,160,R3m,trigonal,15.8036,15.7907,9.9466,13.846966666666665,,,68.58,47.89,,0.04,0.0,0.05,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-28544,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-48674,3D,Na2FeO3,Fe;Na;O,3,0.682,OptB88vdW,1.81795,SWIR (1-3 um),0.682,,,-1.63649,1.4373,3.566,9,Cc,monoclinic,30.8156,55.2231,84.9166,56.98510000000001,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-48674,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-18381,3D,NdH2,H;Nd,2,0.682,TBmBJ,1.81795,SWIR (1-3 um),0.0,0.682,,-0.67866,1.7801,5.843,225,Fm-3m,cubic,7.4228,7.4228,7.4228,7.4228,0.0,0.0,72.57,43.78,,,,0.009,"56076,44877,638381,638385,638386,638387,164280",https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-18381,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-36402,3D,RuC,C;Ru,2,0.682,TBmBJ,1.81795,SWIR (1-3 um),0.661,0.682,,0.41724,3.7139,7.92,216,F-43m,cubic,43.0849,43.0849,43.0849,43.0849,0.63,1.25,260.13,61.64,,11.1,11.1,0.038,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-36402,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-178509,3D,SnTe5Pb4,Pb;Sn;Te,3,0.682,OptB88vdW,1.81795,SWIR (1-3 um),0.682,,,-0.40735,0.6748,7.579,166,R-3m,trigonal,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-178509,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-116740,3D,Sr4SnN4,N;Sn;Sr,3,0.682,OptB88vdW,1.81795,SWIR (1-3 um),0.682,,,-0.74589,2.3862,4.973,2,P-1,triclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-116740,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-106288,3D,Tb2Cl3,Cl;Tb,2,0.682,OptB88vdW,1.81795,SWIR (1-3 um),0.682,,,-1.93168,0.4996,5.432,12,C2/m,monoclinic,9.4268,9.7992,8.8572,9.361066666666666,,,36.76,21.33,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-106288,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-154741,3D,Y2S3,S;Y,2,0.682,OptB88vdW,1.81795,SWIR (1-3 um),0.682,,,-2.2895,1.9914,4.228,62,Pnma,orthorhombic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-154741,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-140990,3D,ZnCo2O4,Co;O;Zn,3,0.682,OptB88vdW,1.81795,SWIR (1-3 um),0.682,,,-1.38695,2.1867,6.108,227,Fd-3m,cubic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-140990,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-165369,3D,Ca2CuTe4Cl2O10,Ca;Cl;Cu;O;Te,5,0.681,OptB88vdW,1.82062,SWIR (1-3 um),0.681,,,-1.61125,1.6841,4.67,2,P-1,triclinic,5.4938,4.8625,4.9157,5.090666666666667,,,57.53,27.82,,,,,171007,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-165369,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-22663,3D,FeP4,Fe;P,2,0.681,OptB88vdW,1.82062,SWIR (1-3 um),0.681,,,-0.38776,3.1889,4.016,15,C2/c,monoclinic,,,,,0.9,2.36,,,,,,,65415,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-22663,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-145581,3D,LiMn2P2O8,Li;Mn;O;P,4,0.681,OptB88vdW,1.82062,SWIR (1-3 um),0.681,,,-2.07738,3.0916,3.113,7,Pc,monoclinic,3.6532,5.0511,3.921,4.208433333333333,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-145581,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-46394,3D,LiMnBO4,B;Li;Mn;O,4,0.681,OptB88vdW,1.82062,SWIR (1-3 um),0.681,,,-2.21485,2.7884,3.979,62,Pnma,orthorhombic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-46394,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-111005,3D,SnTe2Pb,Pb;Sn;Te,3,0.681,TBmBJ,1.82062,SWIR (1-3 um),0.488,0.681,,-0.37469,0.5278,7.077,166,R-3m,trigonal,37.0542,37.0109,37.7468,37.270633333333336,,,36.46,10.43,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-111005,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-176279,3D,Tl2PtI6,I;Pt;Tl,3,0.681,OptB88vdW,1.82062,SWIR (1-3 um),0.681,,,-0.42475,0.0,6.865,128,P4/mnc,tetragonal,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-176279,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-114892,3D,AlBO,Al;B;O,3,0.68,OptB88vdW,1.823297,SWIR (1-3 um),0.68,,,1.77225,3.1274,0.447,6,Pm,monoclinic,6.4946,3.1261,2.0281,3.8829333333333333,,,-1.18,-4.21,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-114892,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-114576,3D,Ba2NiO,Ba;Ni;O,3,0.68,OptB88vdW,1.823297,SWIR (1-3 um),0.68,,,-0.9198,0.5084,6.273,225,Fm-3m,cubic,17.5406,17.5406,17.5406,17.5406,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-114576,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-115146,3D,InI,I;In,2,0.68,TBmBJ,1.823297,SWIR (1-3 um),0.115,0.68,,-0.3249,0.1137,4.148,123,P4/mmm,tetragonal,8.7227,8.7227,4.5315,7.325633333333333,,,11.88,7.09,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-115146,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-48955,3D,MnF4,F;Mn,2,0.68,OptB88vdW,1.823297,SWIR (1-3 um),0.68,,,-2.23303,0.3296,3.615,55,Pbam,orthorhombic,9.87,24.2747,14.4555,16.200066666666668,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-48955,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-28670,3D,MoWSeS3,Mo;S;Se;W,4,0.68,OptB88vdW,1.823297,SWIR (1-3 um),0.68,,,-0.82625,3.7517,4.997,156,P3m1,trigonal,12.1383,12.1382,7.3121,10.529533333333333,,,,,,0.05,0.0,0.06,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-28670,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-168046,3D,Rb2SnHgTe4,Hg;Rb;Sn;Te,4,0.68,OptB88vdW,1.823297,SWIR (1-3 um),0.68,,,-0.59107,0.0005,5.674,121,I-42m,tetragonal,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-168046,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-2062,3D,TlBiSe2,Bi;Se;Tl,3,0.68,TBmBJ,1.823297,SWIR (1-3 um),0.253,0.68,,-0.4699,0.6416,7.816,166,R-3m,trigonal,19.7653,19.7237,20.5346,20.00786666666667,0.07333333333333335,0.08333333333333333,40.17,24.78,,,,2.036,43314,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-2062,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-149906,3D,ZnCdTe2,Cd;Te;Zn,3,0.68,OptB88vdW,1.823297,SWIR (1-3 um),0.68,,,-0.44058,0.0,5.545,122,I-42d,tetragonal,,,,,,,17.56,-23.01,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-149906,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-120717,3D,ZrS2O9,O;S;Zr,3,0.68,OptB88vdW,1.823297,SWIR (1-3 um),0.68,,,-1.57106,2.8979,3.127,2,P-1,triclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-120717,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-111382,3D,Cd2GaCuSe4,Cd;Cu;Ga;Se,4,0.679,TBmBJ,1.825982,SWIR (1-3 um),0.006,0.679,,-0.52888,0.0651,5.407,121,I-42m,tetragonal,10.7604,10.7634,10.785,10.769600000000002,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-111382,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-161758,3D,Li5TiP3,Li;P;Ti,3,0.679,OptB88vdW,1.825982,SWIR (1-3 um),0.679,,,-0.8858,2.0354,1.954,15,C2/c,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-161758,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-102247,3D,MnO2,Mn;O,2,0.679,OptB88vdW,1.825982,SWIR (1-3 um),0.679,,,-1.73944,2.0993,4.507,164,P-3m1,trigonal,125.5063,125.5064,10.809,87.27390000000001,,,103.69,73.33,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-102247,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-95208,3D,Na2CuH4O4,Cu;H;Na;O,4,0.679,OptB88vdW,1.825982,SWIR (1-3 um),0.679,,,-1.18312,1.8825,2.921,33,Pna2_1,orthorhombic,,,,,,,,,,,,,65649,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-95208,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-46993,3D,Na2NiO2,Na;Ni;O,3,0.679,OptB88vdW,1.825982,SWIR (1-3 um),0.679,,,-1.36225,0.6739,3.658,71,Immm,orthorhombic,5.9983,4.6591,5.1062,5.254533333333334,,,80.44,36.67,,1.97,0.14,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-46993,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-163492,3D,Tl9BiTe6,Bi;Te;Tl,3,0.679,OptB88vdW,1.825982,SWIR (1-3 um),0.679,,,-0.32898,0.0262,8.683,87,I4/m,tetragonal,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-163492,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-116574,3D,V3As2O9,As;O;V,3,0.679,OptB88vdW,1.825982,SWIR (1-3 um),0.679,,,-2.05043,3.332,4.246,100,P4bm,tetragonal,,,,,,,80.74,48.67,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-116574,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-75331,2D,VOF,F;O;V,3,0.679,OptB88vdW,1.825982,SWIR (1-3 um),0.679,,,-2.54316,0.0,1.215,164,P-3m1,trigonal,25.6577,25.6577,10.3231,20.546166666666664,,,,,54.87,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-75331,10.6084/m9.figshare.6815705.v8,d2-12-12-2022.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-133689,3D,CrSO4,Cr;O;S,3,0.678,OptB88vdW,1.828675,SWIR (1-3 um),0.678,,,-1.42448,2.7801,3.331,15,C2/c,monoclinic,38.0655,34.2639,58.6528,43.660733333333326,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-133689,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-118414,3D,HF2,F;H,2,0.678,OptB88vdW,1.828675,SWIR (1-3 um),0.678,,,-0.81576,0.4011,2.193,2,P-1,triclinic,2.8349,4.304,5.9604,4.366433333333333,,,19.31,8.51,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-118414,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-54556,3D,K3Mo2Cl9,Cl;K;Mo,3,0.678,OptB88vdW,1.828675,SWIR (1-3 um),0.678,,,-1.45149,0.7872,2.895,176,P6_3/m,hexagonal,8.5272,8.5272,26.1014,14.385266666666666,,,,,,,,0.016,"202297,202298",https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-54556,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-140601,3D,LiMn2F7,F;Li;Mn,3,0.678,OptB88vdW,1.828675,SWIR (1-3 um),0.678,,,-2.60061,0.7141,3.366,9,Cc,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-140601,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-86623,3D,MnVBiO5,Bi;Mn;O;V,4,0.678,OptB88vdW,1.828675,SWIR (1-3 um),0.678,,,-1.96905,2.8907,5.87,2,P-1,triclinic,,,,,,,,,,,,,59720,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-86623,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
